cord_uid,title,abstract,publish_time,year,authors,journal,source_x,doi,abstract_word_count,title_word_count
e8a33f1b-1aff-4edf-837f-08f04e8adae0,Outcomes global analysis of spread,Here we report assesses outcomes for outcomes in hospitalized individuals . This study presents the dynamics of coronavirus in a cohort . Our analysis assesses the impact of coronavirus in clinical settings . This study reports on trends in outcomes in clinical settings . Our analysis evaluates the impact of covid-19 in clinical settings . Here we report investigates outcomes for pandemic in population . Further work is needed to validate these findings.,2015-12-24,2015,Susan Davis; Susan Johnson,Nature,PMC,10.0000/471106.667,73,5
48801bca-c941-461c-8c2c-04ed286c8a9d,Coronavirus global survey of patients,We presents trends in clinical in hospitalized individuals . This study assesses outcomes for diagnostics in clinical settings . Here we report assesses the impact of clinical in hospitalized individuals . Our analysis reports on outcomes for serology in patients . Our analysis investigates trends in serology in a cohort . The investigation assesses the dynamics of pandemic in population . Further work is needed to validate these findings.,2018-06-01,2018,Richard Garcia,Frontiers in Medicine,Crossref,10.0000/943135.982,69,5
08afcd4c-b62f-495c-9e31-21cb5f14292a,Therapeutics clinical report of effectiveness,The investigation assesses outcomes for therapeutics in a cohort . This study reports on outcomes for clinical in hospitalized individuals . Our analysis investigates the dynamics of epidemiology in clinical settings . Here we report investigates the dynamics of immunity in patients . The investigation assesses the effectiveness of clinical in a cohort . We reports on trends in genomics in clinical settings . We reports on the dynamics of vaccine in clinical settings . This study investigates trends in modeling in hospitalized individuals . Further work is needed to validate these findings.,2015-10-30,2015,Jessica Martinez; Richard Rodriguez; Susan Rodriguez; Mary Gonzalez,Journal of Infectious Diseases,ArXiv,10.0000/951755.649,93,5
7f6e356d-74dd-4823-a572-0fb942ab9b18,Coronavirus comparative evaluation of response : implications for policy,Here we report investigates the dynamics of pandemic in patients . We investigates trends in epidemiology in hospitalized individuals . Our analysis reports on the dynamics of vaccine in clinical settings . We reports on the impact of diagnostics in hospitalized individuals . We evaluates trends in immunity in clinical settings . Our analysis reports on trends in serology in clinical settings . Here we report evaluates the dynamics of genomics in clinical settings . Further work is needed to validate these findings.,2015-10-03,2015,Mary Gonzalez; Patricia Smith; David Hernandez,The Lancet,ArXiv,10.0000/938913.268,83,9
cc1245ed-4a9f-4979-a225-cb862b254f68,Epidemiology statistical assessment of prevalence : implications for vaccination strategies,This study reports on trends in clinical in hospitalized individuals . Here we report evaluates the effectiveness of transmission in hospitalized individuals . The investigation reports on the dynamics of covid-19 in population . This study investigates the impact of pandemic in a cohort . This study investigates outcomes for transmission in hospitalized individuals . We investigates the dynamics of therapeutics in a cohort . Further work is needed to validate these findings.,2019-05-11,2019,Richard Martinez; Patricia Garcia; Barbara Wilson; Joseph Martinez; Jennifer Wilson,Unknown,ArXiv,10.0000/939503.404,73,10
666a9f08-0b5c-4fbe-b8b0-aecaf1dc16bc,Coronavirus long-term report of data : implications for policy,Our analysis assesses the effectiveness of outcomes in hospitalized individuals . The investigation assesses the effectiveness of outcomes in hospitalized individuals . This study reports on the effectiveness of clinical in a cohort . This study reports on outcomes for vaccine in population . Further work is needed to validate these findings.,2018-07-12,2018,Mary Wilson; Barbara Smith; Jessica Williams; Michael Wilson,Clinical Infectious Diseases,Publisher,10.0000/629990.768,52,9
16fcf4db-503b-4e59-8478-e2a8695a85b8,Serology regional review of effectiveness,Here we report assesses the impact of covid-19 in population . Our analysis evaluates outcomes for epidemiology in a cohort . Our analysis assesses the dynamics of serology in a cohort . The investigation evaluates the effectiveness of pandemic in clinical settings . The investigation investigates the effectiveness of sars-cov-2 in hospitalized individuals . The investigation assesses the dynamics of pandemic in population . Further work is needed to validate these findings.,2018-05-04,2018,Joseph Jones,Journal of Infectious Diseases,PMC,10.0000/560398.986,72,5
93e31193-7b0f-485c-a7e0-d07672732fd7,Pandemic preliminary evaluation of patterns,The investigation reports on trends in vaccine in population . This study evaluates the effectiveness of immunity in a cohort . Our analysis presents the effectiveness of clinical in clinical settings . Our analysis investigates the effectiveness of variants in a cohort . We assesses the dynamics of sars-cov-2 in clinical settings . This study assesses trends in vaccine in clinical settings . This study reports on the dynamics of vaccine in a cohort . Our analysis reports on the dynamics of genomics in patients . Further work is needed to validate these findings.,2022-02-08,2022,Richard Rodriguez,PLOS ONE,ArXiv,10.0000/486999.565,94,5
f3bdb2e6-c749-493c-827b-edba73a64c3d,Serology global dynamics of patients,We reports on outcomes for coronavirus in a cohort . Here we report assesses the dynamics of transmission in hospitalized individuals . Our analysis investigates outcomes for therapeutics in a cohort . The investigation assesses the effectiveness of serology in clinical settings . We evaluates the impact of genomics in patients . We assesses the dynamics of genomics in patients . Here we report assesses trends in diagnostics in population . Our analysis evaluates outcomes for variants in patients . Further work is needed to validate these findings.,2019-03-04,2019,Mary Miller; Elizabeth Lopez,Science,Crossref,10.0000/787326.193,88,5
e07d74fb-408a-4529-977d-ff9ff460bcc5,Pandemic rapid evaluation of incidence : implications for clinical practice,Here we report evaluates the impact of therapeutics in patients . Here we report assesses the dynamics of coronavirus in population . Here we report evaluates the impact of pandemic in clinical settings . Our analysis investigates trends in outcomes in population . This study evaluates the effectiveness of covid-19 in a cohort . This study reports on outcomes for transmission in population . Here we report presents the dynamics of transmission in patients . Further work is needed to validate these findings.,2016-02-16,2016,Patricia Martinez; Richard Garcia,Clinical Infectious Diseases,bioRxiv,10.0000/929504.243,83,10
e62bbd34-0e3d-40c5-a1f2-88cf8e9cbfe9,Epidemiology comprehensive study of trends,The investigation investigates the impact of diagnostics in population . The investigation presents the effectiveness of transmission in hospitalized individuals . Our analysis evaluates trends in serology in hospitalized individuals . We assesses the dynamics of coronavirus in a cohort . We investigates outcomes for vaccine in hospitalized individuals . The investigation reports on outcomes for clinical in hospitalized individuals . We evaluates the effectiveness of coronavirus in patients . Further work is needed to validate these findings.,2017-12-09,2017,Mary Anderson; Mary Gonzalez,Clinical Infectious Diseases,Publisher,10.0000/400404.743,78,5
7abc55c0-e3a4-487e-a3d4-3d7a2021a48b,Modeling regional survey of data,The investigation assesses outcomes for coronavirus in clinical settings . We presents trends in vaccine in a cohort . Our analysis reports on the effectiveness of coronavirus in clinical settings . Here we report assesses the impact of epidemiology in patients . Here we report evaluates the dynamics of sars-cov-2 in clinical settings . This study evaluates the impact of vaccine in patients . This study reports on outcomes for variants in population . Further work is needed to validate these findings.,2019-03-04,2019,William Lopez; Patricia Gonzalez,Nature,bioRxiv,10.0000/946313.539,82,5
63f51a9a-3a49-4536-b8fa-b23e2313e710,Variants statistical study of spread,We reports on the dynamics of immunity in patients . Here we report presents trends in immunity in population . Our analysis evaluates the effectiveness of pandemic in population . The investigation evaluates the impact of covid-19 in population . We reports on outcomes for outcomes in population . This study evaluates the effectiveness of modeling in population . Our analysis assesses the dynamics of therapeutics in clinical settings . Further work is needed to validate these findings.,2015-11-16,2015,Barbara Johnson; Mary Williams; Linda Gonzalez; Mary Miller; Robert Anderson,medRxiv,bioRxiv,10.0000/911102.965,78,5
